Bait	Prey	Abundance	Z	S	D	WD	WDv2
EBOV_VP35	P26368	15.1666666666667	-0.205475009828628	3.89444048184931	3.89444048184931	3.89444048184931	3.89444048184931
EBOV_VP35	P26373	31.1666666666667	1.36496345824421	6.83739716558867	18.8416510024998	22.625542990175	9.72170012968199
EBOV_VP35	P26583	13.3333333333333	-0.23965893768191	3.65148371670111	3.65148371670111	3.65148371670111	3.65148371670111
EBOV_VP35	P26599	4.33333333333333	0.298807152333597	2.08166599946613	2.08166599946613	2.08166599946613	2.08166599946613
EBOV_VP35	P26641	1.33333333333333	-0.0174363211402101	1.4142135623731	2.12132034355964	2.2949899458439	1.63696001533566
EBOV_VP35	P26885	1.33333333333333	-0.481835937503001	1.15470053837925	1.15470053837925	1.15470053837925	1.15470053837925
EBOV_VP35	P27348	1.4	-0.661704697991961	1.18321595661992	1.18321595661992	1.18321595661992	1.18321595661992
EBOV_VP35	P27635	15.3333333333333	1.04678948013439	3.91578004149024	3.91578004149024	3.91578004149024	3.91578004149024
EBOV_VP35	P27695	2	-0.819623421901459	1.4142135623731	1.4142135623731	1.4142135623731	1.4142135623731
EBOV_VP35	P27708	1	-0.778971191062195	1	1	1	1
EBOV_VP35	P27816	5	1.30677093372329	2.23606797749979	2.23606797749979	2.23606797749979	2.23606797749979
EBOV_VP35	P29372	12	-0.20040120401405	3.46410161513775	3.46410161513775	3.46410161513775	3.46410161513775
EBOV_VP35	P29590	3	-0.6613357776494	1.73205080756888	1.73205080756888	1.73205080756888	1.73205080756888
EBOV_VP35	P30041	4	-0.3659625273557	2	2	2	2
EBOV_VP35	P30048	2	-1.07979298515609	1.4142135623731	1.4142135623731	1.4142135623731	1.4142135623731
EBOV_VP35	P30050	22	1.16591673013242	5.13809303146605	8.10503843297488	9.63849390203947	6.5924712982225
EBOV_VP35	P30086	1.5	-0.899945038935878	1.22474487139159	1.22474487139159	1.22474487139159	1.22474487139159
EBOV_VP35	P30101	8.16666666666667	-0.0795305644984192	2.85773803324704	2.85773803324704	2.85773803324704	2.85773803324704
EBOV_VP35	P30153	3.16666666666667	2.02006915859833	1.77951304200522	1.77951304200522	1.77951304200522	1.77951304200522
EBOV_VP35	P30405	2	-0.253184841770917	1.4142135623731	1.4142135623731	1.4142135623731	1.4142135623731
EBOV_VP35	P30419	5	0.589767824619589	3.16227766016838	3.16227766016838	3.36212481999238	3.36212481999238
EBOV_VP35	P30533	4.5	-0.0536982899514869	2.12132034355964	2.12132034355964	2.12132034355964	2.12132034355964
EBOV_VP35	P31153	1.5	0.597614304667197	1.22474487139159	1.22474487139159	1.22474487139159	1.22474487139159
EBOV_VP35	P31689	2.16666666666667	-0.41399105957941	1.47196014438797	1.47196014438797	1.47196014438797	1.47196014438797
EBOV_VP35	P31943	12.3333333333333	1.51176508286177	3.51188458428425	3.51188458428425	3.51188458428425	3.51188458428425
EBOV_VP35	P32121	14	-0.546431795037724	3.74165738677394	3.74165738677394	3.74165738677394	3.74165738677394
EBOV_VP35	P32322	1.83333333333333	1.5677121567174	2.34520787991171	36.5581728208618	45.9222805022705	4.65608428117466
EBOV_VP35	P32969	21.6666666666667	1.44615242004255	4.65474668125631	4.65474668125631	4.65474668125631	4.65474668125631
EBOV_VP35	P33316	3.66666666666667	-1.52277397525376	1.91485421551268	1.91485421551268	1.91485421551268	1.91485421551268
EBOV_VP35	P33992	3	-0.267232376889993	1.73205080756888	1.73205080756888	1.73205080756888	1.73205080756888
EBOV_VP35	P35030	2.16666666666667	0.645497224367901	1.47196014438797	1.47196014438797	1.47196014438797	1.47196014438797
EBOV_VP35	P35080	2.5	-1.11745693891081	1.58113883008419	1.58113883008419	1.58113883008419	1.58113883008419
EBOV_VP35	P35226	1.33333333333333	1.25320102956901	1.63299316185545	3.2659863237109	3.45197791186678	1.93735709883635
EBOV_VP35	P35232	4.66666666666667	1.53114686178353	2.16024689946929	2.16024689946929	2.16024689946929	2.16024689946929
EBOV_VP35	P35249	1	2.04124145231932	2.44948974278318	6	9.39050748043972	4.45101825354241
EBOV_VP35	P35251	4.66666666666667	1.4336072392814	3.74165738677394	58.3266662856707	72.7577708581302	7.37694882572521
EBOV_VP35	P35268	9.16666666666667	0.134541323238958	3.02765035409749	3.02765035409749	3.02765035409749	3.02765035409749
EBOV_VP35	P35269	1	-0.283980917123532	1.4142135623731	1.4142135623731	1.87652960870107	1.87652960870107
EBOV_VP35	P35527	1.5	0.999174576830044	2.12132034355964	3.67423461417477	4.60779892605766	2.91536540801393
EBOV_VP35	P35637	1.66666666666667	-1.99952850986636	1.29099444873581	1.29099444873581	1.29099444873581	1.29099444873581
EBOV_VP35	P35659	12.3333333333333	-0.372677996249965	3.51188458428425	3.51188458428425	3.51188458428425	3.51188458428425
EBOV_VP35	P35754	1	0	1.09544511501033	1.09544511501033	1.09544511501033	1.09544511501033
EBOV_VP35	P36542	1	0.307031719243172	1.22474487139159	1.22474487139159	1.22474487139159	1.22474487139159
EBOV_VP35	P36578	51.8333333333333	1.22032466614065	10.1816828995342	57.5962961772138	71.2286160418763	16.8077152524486
EBOV_VP35	P36873	1.5	1.5154001646539	2.12132034355964	11.0227038425243	13.799275358753	3.49506061790441
EBOV_VP35	P36969	4.33333333333333	-1.08484110488183	2.08166599946613	2.08166599946613	2.08166599946613	2.08166599946613
EBOV_VP35	P37108	7.16666666666667	1.09719478375153	3.278719262151	9.03508785236757	9.03508785236757	3.88217930434609
EBOV_VP35	P37802	2.4	-0.572426226972969	1.54919333848297	1.54919333848297	1.54919333848297	1.54919333848297
EBOV_VP35	P38159	1.8	1.10493266031732	2.32379000772445	20.9141100695201	26.1140922357824	4.1847820340028
EBOV_VP35	P38432	1.33333333333333	1.54417889146461	2	6	7.52450413745706	3.01215169601564
EBOV_VP35	P38646	30.6666666666667	-0.611312913106147	5.53774924194538	5.53774924194538	5.53774924194538	5.53774924194538
EBOV_VP35	P38919	2.16666666666667	-0.0233142041051983	1.47196014438797	1.47196014438797	1.47196014438797	1.47196014438797
EBOV_VP35	P39019	17.5	1.85590698525749	4.18330013267038	4.18330013267038	4.18330013267038	4.18330013267038
EBOV_VP35	P39023	51	1.15140392543861	12.369316876853	192.818567570657	240.433344562525	24.3776638277465
EBOV_VP35	P39748	4	-0.175009341698922	2.19089023002066	2.4	2.43367125003754	2.25563967960433
