Vector FU000385	Vector FU000387	GFP FU000389	GFP FU000391	EBOV_VP35 FU000393	EBOV_VP35 FU000395	MARV_VP35 FU000397	MARV_VP35 FU000399	MARV_VP24 FU000401	MARV_VP24 FU000403	MARV_VP40 FU000405	MARV_VP40 FU000407	MARV_VP40 FU000409	MARV_VP40 FU000411	MARV_VP24 FU000413	MARV_VP24 FU000415	MARV_VP35 FU000417	MARV_VP35 FU000419	EBOV_VP35 FU000423	EBOV_VP35 FU000425	GFP FU000427	GFP FU000429	Vector FU000431	Vector FU000433	Vector FU000435	EBOV_VP35 FU000437	MARV_VP24 FU000439	GFP FU000441	MARV_VP40 FU000443	MARV_VP35 FU000445	Vector FU000447	MARV_VP24 FU000449	EBOV_VP35 FU000451	MARV_VP40 FU000453	MARV_VP35 FU000455	GFP FU000457
Vector FU000435	0.98232253421175	0.984523162279936	0.968048733094832	0.975297181948768	0.655636826834557	0.648161515522694	0.76234592258935	0.737036419154516	0.926642860714857	0.947015768037495	0.986476268285346	0.984949841496434	0.984053805630149	0.979694349913081	0.889241562876859	0.938487377614436	0.728440623243921	0.748218196708177	0.609061412373113	0.624383978702858	0.961663730622415	0.974083543577412	0.984075960563218	0.982928085123932	1	0.679511420192471	0.885801431225718	0.97095417007853	0.856816968348211	0.742517445155922	0.992223075870516	0.944181353295153	0.668940841961927	0.914980628809485	0.710437898458224	0.973714704921361
EBOV_VP35 FU000437	0.683784090742482	0.678995265552375	0.689090169824398	0.686357973347779	0.98047905648749	0.976426561490415	0.926272242028416	0.932246331538615	0.660506382158103	0.672775047921801	0.678820415263934	0.675870179446463	0.667288232147298	0.665226421233398	0.617505240251481	0.644566121613515	0.918974750864197	0.920790212577748	0.972033994804746	0.953597936194385	0.681707362322421	0.681365747178731	0.664825908291395	0.676856463020923	0.679511420192471	1	0.631003771015908	0.694241957460074	0.599640707987157	0.92952016619034	0.68019358132909	0.658393412117969	0.98278878074087	0.636355695908103	0.937181481792575	0.692252167668162
MARV_VP24 FU000439	0.86115042169834	0.852089148847018	0.861761172151484	0.870992137378036	0.614366733106375	0.588594214501957	0.677130746342016	0.660060511936362	0.935452305663902	0.901865538758537	0.856573139746814	0.866286544748366	0.842218091123332	0.857225694412315	0.978129622268928	0.923084712498913	0.63867769463016	0.675635078902306	0.574772848768676	0.654262961011337	0.85474261250281	0.876148040823738	0.875741643351588	0.903175358234138	0.885801431225718	0.631003771015908	1	0.880783805497898	0.950521989890938	0.656636884627024	0.874232005559773	0.947307410070618	0.611149998518535	0.964872835533223	0.649156983220678	0.920404099504963
GFP FU000441	0.9677652097586	0.964797959566101	0.979839854230338	0.979037156513488	0.668729044821478	0.66521302075839	0.755220587876217	0.738855464376185	0.939890608574629	0.956215061404795	0.974151486622296	0.972783890616058	0.962470272563968	0.962941288158791	0.876852765146538	0.932270890483402	0.722220029264455	0.737072583056379	0.623486566644324	0.629069918625774	0.966941859120535	0.976043198414688	0.956162764958815	0.961956568573511	0.97095417007853	0.694241957460074	0.880783805497898	1	0.83207399829291	0.740413824633353	0.972056002890922	0.941184840547385	0.684270994288611	0.893051847581655	0.715044442883208	0.976341204967569
MARV_VP40 FU000443	0.825843608784763	0.816317270569662	0.811153714670176	0.826180566854379	0.58564018227987	0.552420331635616	0.650826184466762	0.632028842863372	0.851327598802951	0.807867711294258	0.819897176112403	0.829318476447299	0.804628115493584	0.820535647052631	0.930984261845916	0.840345907326667	0.613836970063122	0.656646540534129	0.546547538159489	0.646633156533814	0.805800108153879	0.831322703488179	0.84925893771457	0.880324447090329	0.856816968348211	0.599640707987157	0.950521989890938	0.83207399829291	1	0.631337544975948	0.843122409693594	0.873651202597342	0.578190653409711	0.977841033468969	0.621680737637621	0.886064631224524
MARV_VP35 FU000445	0.745014097908154	0.745969035353403	0.737095612635679	0.741372498946944	0.926200891370436	0.92721283209138	0.985128795710904	0.983573177079426	0.693948536038889	0.717943306962925	0.741829957437249	0.737828693975281	0.736867443291031	0.730604283748592	0.651052036359013	0.692983446502812	0.973513187650848	0.977849459148499	0.908198334725244	0.888016558436639	0.732626195016641	0.734609808856902	0.731202806902381	0.735001590867258	0.742517445155922	0.92952016619034	0.656636884627024	0.740413824633353	0.631337544975948	1	0.743857071079281	0.700998618289385	0.941170400805618	0.676608817317652	0.982895254776828	0.738272655586691
Vector FU000447	0.983316597439119	0.986210905695636	0.969875004635729	0.977693599026156	0.655602512200131	0.650348402406675	0.763589308121647	0.737669160478291	0.92383870870825	0.94851387509446	0.987583969704518	0.985183000773462	0.984337641620954	0.978709455635974	0.879970003208031	0.936416369551799	0.729231481981941	0.747740507115066	0.608483415443247	0.620311157779522	0.962923570114493	0.973221867481538	0.980971687254804	0.978523167143728	0.992223075870516	0.68019358132909	0.874232005559773	0.972056002890922	0.843122409693594	0.743857071079281	1	0.940487574326985	0.670564575808771	0.903542270466217	0.710688777579251	0.972797611593819
MARV_VP24 FU000449	0.930812275576471	0.928455206091054	0.932627581829659	0.938368364502938	0.634134923620694	0.622561353750905	0.719639594743329	0.698647575443914	0.979599597324122	0.974819525281287	0.933407161406819	0.934279179814294	0.922808605904	0.926191559827556	0.953474202651508	0.976245209637117	0.682424705292506	0.707383709033537	0.592785465213238	0.625963066300972	0.918719964978371	0.934939456344265	0.930494331422243	0.942829650780041	0.944181353295153	0.658393412117969	0.947307410070618	0.941184840547385	0.873651202597342	0.700998618289385	0.940487574326985	1	0.645181055745553	0.914613818184907	0.679260303506174	0.954651838136063
EBOV_VP35 FU000451	0.675050996047053	0.673205543449667	0.678961377810717	0.676357931939793	0.97792833336191	0.977888044500006	0.93414218882035	0.941786721740399	0.644320835262774	0.663162329022719	0.670226194681486	0.667310468322167	0.661593741830108	0.658201023316975	0.599149191514661	0.632957233153798	0.928971581533106	0.92835721203378	0.969392365271741	0.943094236279289	0.673108857046872	0.670892849457449	0.654957536428158	0.665152081751003	0.668940841961927	0.98278878074087	0.611149998518535	0.684270994288611	0.578190653409711	0.941170400805618	0.670564575808771	0.645181055745553	1	0.617979738816967	0.948818404583235	0.680656413210233
MARV_VP40 FU000453	0.885675393650462	0.879691071441978	0.873825877570671	0.887492418988376	0.621557749896349	0.594755004930716	0.696018773394738	0.676606965623734	0.894842620822239	0.867775993878347	0.883354488183101	0.891993697738812	0.872809701357287	0.886914324902134	0.950881730681388	0.893503042016781	0.661280661181769	0.700474181866018	0.581326104266729	0.663327972693809	0.875143773800012	0.896406735799457	0.910084761499773	0.934487563344102	0.914980628809485	0.636355695908103	0.964872835533223	0.893051847581655	0.977841033468969	0.676608817317652	0.903542270466217	0.914613818184907	0.617979738816967	1	0.662818839521047	0.934035430524802
MARV_VP35 FU000455	0.712322974716995	0.709570353315997	0.708292852522206	0.709779757995674	0.932379326008832	0.931619133110588	0.97707948945571	0.980559740994011	0.675113082360732	0.692775981376246	0.707758741559546	0.705256987232183	0.69978309042912	0.695288111229961	0.636608929521454	0.666877964178963	0.967774550300868	0.971435919544672	0.916583326635386	0.902158212375232	0.703896873618109	0.705171801585376	0.69575068226329	0.704429065805632	0.710437898458224	0.937181481792575	0.649156983220678	0.715044442883208	0.621680737637621	0.982895254776828	0.710688777579251	0.679260303506174	0.948818404583235	0.662818839521047	1	0.715283160904273
GFP FU000457	0.963787012800807	0.962254152255252	0.970012177289884	0.97173670236895	0.66907739675061	0.659124847695662	0.755360332432142	0.735698060735489	0.944520551121757	0.949753178098944	0.965367124141188	0.969658482467957	0.951459755008687	0.951355137171968	0.911303402047374	0.935622370665975	0.712950097858038	0.738147109022132	0.620939670009024	0.651173357583761	0.94971514238729	0.964975218427884	0.958340068092109	0.968419969990325	0.973714704921361	0.692252167668162	0.920404099504963	0.976341204967569	0.886064631224524	0.738272655586691	0.972797611593819	0.954651838136063	0.680656413210233	0.934035430524802	0.715283160904273	1
